season,player_name,birth_date,team,position,height_cm,weight_kg,spike_reach_cm,jersey_number,player_url
2023-2024,Nikola Meljanac,15.01.1999,Enea Czarni Radom,Atakujący,201,108,365,,https://www.plusliga.pl/players/id/1837/tour/44.html
2023-2024,Maciej Nowowsiak,20.09.2001,Enea Czarni Radom,Libero,189,74,320,,https://www.plusliga.pl/players/id/1337/tour/44.html
2023-2024,Michał Ostrowski,29.03.1990,Enea Czarni Radom,Środkowy,203,96,345,,https://www.plusliga.pl/players/id/1703/tour/44.html
2023-2024,Tomasz Piotrowski,02.09.1997,Enea Czarni Radom,Przyjmujący,198,101,345,,https://www.plusliga.pl/players/id/2302/tour/44.html
2023-2024,Wiktor Rajsner,13.04.1999,Enea Czarni Radom,Środkowy,205,98,355,,https://www.plusliga.pl/players/id/2387/tour/44.html
2023-2024,Przemysław Smoliński,27.11.1992,Enea Czarni Radom,Środkowy,201,95,345,,https://www.plusliga.pl/players/id/2039/tour/44.html
2023-2024,Dominik Teklak,17.03.2000,Enea Czarni Radom,Libero,184,73,317,,https://www.plusliga.pl/players/id/522/tour/44.html
2023-2024,Vuk Todorović,23.04.1998,Enea Czarni Radom,Rozgrywający,190,83,330,,https://www.plusliga.pl/players/id/2362/tour/44.html
2023-2024,Mateusz Borkowski,18.02.2002,Exact Systems Hemarpol Częstochowa,Atakujący,199,93,355,,https://www.plusliga.pl/players/id/1582/tour/44.html
2023-2024,Aymen Bouguerra,01.11.2001,Exact Systems Hemarpol Częstochowa,Przyjmujący,198,96,363,,https://www.plusliga.pl/players/id/263/tour/44.html
2023-2024,Dawid Dulski,01.11.2002,Exact Systems Hemarpol Częstochowa,Atakujący,210,103,370,,https://www.plusliga.pl/players/id/468/tour/44.html
2023-2024,Rankingi,,Exact Systems Hemarpol Częstochowa,,,,,,https://www.plusliga.pl/players/id/1883/tour/44.html
2023-2024,Krzysztof Gibek,11.05.1992,Exact Systems Hemarpol Częstochowa,Przyjmujący,190,92,348,,https://www.plusliga.pl/players/id/1211/tour/44.html
2023-2024,Piotr Hain,26.02.1991,Exact Systems Hemarpol Częstochowa,Środkowy,208,105,350,,https://www.plusliga.pl/players/id/2002/tour/44.html
2023-2024,Bartłomiej Janus,19.01.1995,Exact Systems Hemarpol Częstochowa,Środkowy,203,97,355,,https://www.plusliga.pl/players/id/276/tour/44.html
2023-2024,Marcin Jaskuła,11.02.1998,Exact Systems Hemarpol Częstochowa,Libero,180,79,315,,https://www.plusliga.pl/players/id/1445/tour/44.html
2023-2024,Kaleb Jenness,19.04.2000,Exact Systems Hemarpol Częstochowa,Przyjmujący,200,85,341,,https://www.plusliga.pl/players/id/1024/tour/44.html
2023-2024,Byron Keturakis,11.01.1996,Exact Systems Hemarpol Częstochowa,Rozgrywający,202,95,358,,https://www.plusliga.pl/players/id/374/tour/44.html
2023-2024,Damian Kogut,03.01.1997,Exact Systems Hemarpol Częstochowa,Przyjmujący,192,88,345,,https://www.plusliga.pl/players/id/408/tour/44.html
2023-2024,Tomasz Kowalski,12.06.1991,Exact Systems Hemarpol Częstochowa,Rozgrywający,204,97,340,,https://www.plusliga.pl/players/id/2290/tour/44.html
2023-2024,Łukasz Rymarski,05.02.1997,Exact Systems Hemarpol Częstochowa,Środkowy,205,102,344,,https://www.plusliga.pl/players/id/1301/tour/44.html
2023-2024,Bartosz Schmidt,03.06.1991,Exact Systems Hemarpol Częstochowa,Środkowy,200,93,350,,https://www.plusliga.pl/players/id/323/tour/44.html
2023-2024,Rafał Sobański,10.08.1991,Exact Systems Hemarpol Częstochowa,Przyjmujący,195,93,350,,https://www.plusliga.pl/players/id/2082/tour/44.html
2023-2024,Sho Takahashi,02.01.1995,Exact Systems Hemarpol Częstochowa,Libero,170,73,310,,https://www.plusliga.pl/players/id/2174/tour/44.html
2023-2024,Sebastian Adamczyk,28.02.1999,GKS Katowice,Środkowy,208,101,351,,https://www.plusliga.pl/players/id/2151/tour/44.html
2023-2024,Damian Domagała,23.04.1998,GKS Katowice,Atakujący,199,89,350,,https://www.plusliga.pl/players/id/405/tour/44.html
2023-2024,Piotr Fenoszyn,31.08.1996,GKS Katowice,Rozgrywający,193,89,345,,https://www.plusliga.pl/players/id/1997/tour/44.html
2023-2024,Jakub Jarosz,10.02.1987,GKS Katowice,Atakujący,197,90,355,,https://www.plusliga.pl/players/id/798/tour/44.html
2023-2024,Bartłomiej Krulicki,15.09.1993,GKS Katowice,Środkowy,205,104,350,,https://www.plusliga.pl/players/id/278/tour/44.html
2023-2024,Jonas Kvalen,06.06.1992,GKS Katowice,Przyjmujący,195,92,345,,https://www.plusliga.pl/players/id/936/tour/44.html
2023-2024,Bartosz Mariański,26.05.1992,GKS Katowice,Libero,187,81,315,,https://www.plusliga.pl/players/id/318/tour/44.html
2023-2024,Wiktor Mielczarek,10.01.1998,GKS Katowice,Przyjmujący,190,88,340,,https://www.plusliga.pl/players/id/2382/tour/44.html
2023-2024,Dawid Ogórek,30.07.1990,GKS Katowice,Libero,184,80,343,,https://www.plusliga.pl/players/id/478/tour/44.html
2023-2024,Davide Saitta,23.06.1987,GKS Katowice,Rozgrywający,189,92,320,,https://www.plusliga.pl/players/id/464/tour/44.html
2023-2024,Łukasz Usowicz,13.08.1997,GKS Katowice,Środkowy,203,100,350,,https://www.plusliga.pl/players/id/1306/tour/44.html
2023-2024,Lukas Vasina,06.07.1999,GKS Katowice,Przyjmujący,197,87,350,,https://www.plusliga.pl/players/id/1274/tour/44.html
2023-2024,Marcin Waliński,24.10.1990,GKS Katowice,Przyjmujący,194,100,330,,https://www.plusliga.pl/players/id/1470/tour/44.html
2023-2024,Maciej Wóz,31.10.2000,GKS Katowice,Środkowy,205,100,350,,https://www.plusliga.pl/players/id/1352/tour/44.html
2023-2024,Korneliusz Banach,25.01.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Libero,185,72,320,,https://www.plusliga.pl/players/id/1198/tour/44.html
2023-2024,Bartosz Bednorz,25.07.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,201,93,360,,https://www.plusliga.pl/players/id/293/tour/44.html
2023-2024,Mateusz Biernat,19.05.1992,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,195,91,338,,https://www.plusliga.pl/players/id/1580/tour/44.html
2023-2024,Daniel Chiţigoi,10.03.2005,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,207,87,365,,https://www.plusliga.pl/players/id/423/tour/44.html
2023-2024,Tomasz Gawron,24.05.2003,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Libero,185,75,310,,https://www.plusliga.pl/players/id/2282/tour/44.html
2023-2024,Radosław Gil,25.01.1997,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,191,82,335,,https://www.plusliga.pl/players/id/2046/tour/44.html
2023-2024,Kasjan Gniazdowski,30.01.2004,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,218,103,355,,https://www.plusliga.pl/players/id/1102/tour/44.html
2023-2024,Marcin Janusz,31.07.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,195,93,326,,https://www.plusliga.pl/players/id/1443/tour/44.html
2023-2024,Łukasz Kaczmarek,29.06.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Atakujący,204,103,357,,https://www.plusliga.pl/players/id/1280/tour/44.html
2023-2024,Bartłomiej Kluth,20.12.1992,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Atakujący,210,110,356,,https://www.plusliga.pl/players/id/277/tour/44.html
2023-2024,Rankingi,,Grupa Azoty ZAKSA Kędzierzyn-Koźle,,,,,,https://www.plusliga.pl/players/id/511/tour/44.html
2023-2024,Rankingi,,Grupa Azoty ZAKSA Kędzierzyn-Koźle,,,,,,https://www.plusliga.pl/players/id/627/tour/44.html
2023-2024,Erik Shoji,24.08.1989,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Libero,184,83,320,,https://www.plusliga.pl/players/id/574/tour/44.html
2023-2024,David Smith,15.05.1985,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,195,92,350,,https://www.plusliga.pl/players/id/462/tour/44.html
2023-2024,Przemysław Stępień,07.02.1994,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,185,80,333,,https://www.plusliga.pl/players/id/2041/tour/44.html
2023-2024,Jakub Szymański,25.03.1998,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,200,82,355,,https://www.plusliga.pl/players/id/837/tour/44.html
2023-2024,Aleksander Śliwka,24.05.1995,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,196,90,352,,https://www.plusliga.pl/players/id/87/tour/44.html
2023-2024,Andreas Takvam,04.06.1993,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,205,106,365,,https://www.plusliga.pl/players/id/169/tour/44.html
2023-2024,Jakub Wierciński,23.02.2001,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Rozgrywający,188,78,310,,https://www.plusliga.pl/players/id/843/tour/44.html
2023-2024,Twan Wiltenburg,20.01.1997,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Środkowy,205,98,353,,https://www.plusliga.pl/players/id/2322/tour/44.html
2023-2024,Krzysztof Zapłacki,08.08.1993,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,197,90,340,,https://www.plusliga.pl/players/id/1237/tour/44.html
2023-2024,Justin Ziółkowski,09.06.1998,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,196,90,330,,https://www.plusliga.pl/players/id/984/tour/44.html
2023-2024,Wojciech Żaliński,08.01.1988,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Przyjmujący,195,100,345,,https://www.plusliga.pl/players/id/2429/tour/44.html
2023-2024,Manuel Armoa,01.12.2002,Indykpol AZS Olsztyn,Przyjmujący,198,95,345,,https://www.plusliga.pl/players/id/1423/tour/44.html
2023-2024,Jakub Ciunajtis,06.08.1998,Indykpol AZS Olsztyn,Libero,180,79,320,,https://www.plusliga.pl/players/id/785/tour/44.html
2023-2024,Kuba Hawryluk,08.09.2003,Indykpol AZS Olsztyn,Libero,181,92,313,,https://www.plusliga.pl/players/id/1239/tour/44.html
2023-2024,Szymon Jakubiszak,13.02.1998,Indykpol AZS Olsztyn,Środkowy,208,97,370,,https://www.plusliga.pl/players/id/2233/tour/44.html
2023-2024,Mateusz Janikowski,05.05.1999,Indykpol AZS Olsztyn,Przyjmujący,200,101,337,,https://www.plusliga.pl/players/id/1589/tour/44.html
2023-2024,Karol Jankiewicz,21.02.1996,Indykpol AZS Olsztyn,Rozgrywający,185,81,324,,https://www.plusliga.pl/players/id/1077/tour/44.html
2023-2024,Moritz Karlitzek,12.08.1996,Indykpol AZS Olsztyn,Przyjmujący,191,97,350,,https://www.plusliga.pl/players/id/1784/tour/44.html
2023-2024,Jakub Majchrzak,13.05.2004,Indykpol AZS Olsztyn,Środkowy,206,98,356,,https://www.plusliga.pl/players/id/816/tour/44.html
2023-2024,Cezary Sapiński,28.09.1994,Indykpol AZS Olsztyn,Środkowy,203,102,350,,https://www.plusliga.pl/players/id/382/tour/44.html
